fault_severity,location,severity_type,resource_type,log_feature,volume,event_type
1,430,1,2,138,1,23
1,911,1,8,64,3,5
1,60,1,8,74,3,5
1,134,1,2,143,1,23
1,695,0,6,115,3,3
1,560,0,2,85,1,8
1,51,0,8,74,4,5
1,42,0,8,74,6,1
1,75,0,8,72,3,5
1,183,1,2,99,1,22
1,778,0,7,89,2,10
1,799,0,8,75,2,1
1,286,1,2,143,1,22
1,540,0,8,49,11,1
1,8,1,8,211,2,5
1,786,1,8,213,6,5
1,400,1,2,143,1,23
1,707,0,8,189,1,1
1,51,0,8,74,4,5
1,407,1,2,98,1,22
1,255,0,2,132,1,23
1,744,0,8,48,4,1
1,787,1,8,211,1,5
1,713,0,8,199,1,1
1,825,0,8,63,1,8
1,744,0,8,48,4,1
1,675,1,8,49,1,1
1,606,0,2,127,1,28
1,669,0,6,115,1,3
1,709,1,8,213,8,5
1,86,1,8,74,8,5
1,695,0,6,153,1,3
1,17,0,8,48,1,1
1,798,0,8,199,1,1
1,579,0,8,64,5,1
1,860,1,8,74,3,5
1,652,0,8,199,1,1
1,42,1,8,74,2,5
1,236,1,2,99,3,23
1,143,1,2,143,2,23
1,301,1,2,98,2,23
1,182,1,2,143,1,22
1,445,1,2,143,14,23
1,774,0,8,48,3,1
1,760,0,8,189,7,1
1,265,1,2,143,1,22
1,31,0,8,48,4,1
1,163,1,2,98,1,22
1,752,1,8,74,1,5
1,848,0,8,73,4,1
1,926,1,8,72,1,5
1,166,1,2,98,1,22
1,764,1,8,74,3,5
1,676,0,8,189,2,1
1,707,0,8,23,1,1
1,659,1,8,74,2,5
1,328,0,2,85,2,8
1,329,0,2,132,1,23
1,686,0,8,202,10,1
1,658,1,8,79,1,1
1,686,0,8,202,10,1
1,0,0,8,50,2,5
1,33,0,8,48,2,1
1,340,1,2,98,1,22
1,75,1,8,74,3,5
1,20,1,2,101,1,22
1,560,0,2,85,1,8
1,569,1,8,74,4,5
1,925,0,8,213,8,5
1,297,1,2,98,1,23
1,649,1,8,48,1,1
1,911,1,8,213,8,5
1,179,0,8,189,1,1
1,75,1,8,213,10,5
1,768,0,8,72,3,1
1,769,0,8,115,2,3
1,780,0,8,189,7,1
1,310,1,2,98,2,22
1,414,0,8,56,1,1
1,134,1,2,143,1,23
1,98,1,8,78,1,1
1,277,1,2,98,1,22
1,259,1,2,143,1,23
1,42,0,8,74,6,1
1,112,0,8,48,2,1
1,181,1,2,138,2,22
1,66,0,8,48,1,1
1,295,1,2,143,1,23
1,0,0,8,50,2,5
1,325,1,2,94,2,23
1,695,0,8,62,2,1
1,679,0,8,48,5,1
1,405,1,2,143,1,22
1,8,1,8,211,2,5
1,301,1,2,93,1,22
1,86,1,8,74,1,5
1,66,0,8,48,3,1
1,407,1,2,98,1,22
1,799,0,8,189,1,1
1,120,1,2,98,1,22
1,644,1,8,74,4,5
1,52,0,8,50,2,1
1,394,1,2,143,1,23
1,860,1,8,213,4,5
1,108,0,8,202,10,5
1,434,1,2,146,1,23
1,238,1,2,143,1,23
1,80,1,2,93,1,23
1,636,0,8,190,4,1
1,825,0,8,186,4,1
1,20,1,2,101,1,22
1,547,0,2,85,1,8
1,798,0,8,189,1,11
1,766,1,8,64,1,5
1,418,1,2,146,3,23
1,414,0,8,56,1,1
1,400,1,2,100,2,22
1,229,1,2,143,1,22
1,917,0,8,72,2,1
1,404,1,2,101,1,22
1,80,1,2,99,1,23
1,131,1,2,143,1,22
1,579,0,8,74,2,5
1,361,1,2,93,1,22
1,760,0,8,217,1,1
1,154,1,2,98,1,23
1,89,0,8,189,2,1
1,108,0,8,74,8,5
1,242,1,2,98,4,23
1,185,1,2,93,1,22
1,569,1,8,213,24,5
1,66,0,8,48,2,1
1,85,0,8,199,1,1
1,304,0,2,132,1,9
1,911,1,8,74,6,5
1,86,1,8,74,8,5
1,702,0,8,48,5,1
1,652,0,8,199,1,1
1,251,0,2,143,1,23
1,764,0,8,213,28,1
1,222,0,8,52,2,1
1,656,0,8,63,7,1
1,20,1,2,93,1,22
1,911,1,8,211,2,5
1,75,1,8,213,10,5
1,722,1,8,74,1,5
1,47,0,8,189,2,1
1,175,1,2,93,1,22
1,572,0,8,48,2,1
1,695,0,8,115,3,1
1,282,1,2,143,2,22
1,713,0,8,199,1,1
1,340,1,2,98,1,22
1,650,0,8,189,2,1
1,853,0,8,189,1,11
1,911,1,8,64,3,5
1,870,0,8,211,9,5
1,585,0,8,48,2,1
1,172,1,2,93,1,23
1,408,0,2,138,2,8
1,445,0,2,85,1,8
1,178,1,2,98,2,23
1,563,0,2,85,1,8
1,274,1,2,98,1,23
1,131,1,2,98,9,23
1,911,1,8,74,3,5
1,682,0,8,190,3,0
1,850,1,2,101,1,22
1,431,0,2,93,1,22
1,880,0,8,119,4,1
1,17,0,8,189,10,1
1,668,0,8,211,2,1
1,917,0,8,72,2,1
1,421,0,8,39,1,1
1,8,1,8,211,1,5
1,658,0,8,79,2,1
1,881,0,8,48,4,1
1,60,1,8,74,1,5
1,182,1,2,143,1,22
1,266,0,2,87,1,9
1,122,0,2,85,1,8
1,881,0,8,189,2,1
1,775,1,8,74,4,5
1,166,1,2,98,1,22
1,189,1,2,146,1,22
1,20,1,2,94,5,23
1,257,1,2,143,2,22
1,60,1,8,74,1,5
1,65,0,8,199,1,1
1,292,1,2,99,3,22
1,403,1,2,99,1,23
1,707,0,8,189,1,1
1,780,0,8,48,3,1
1,20,1,2,143,1,22
1,915,0,8,211,1,1
1,52,0,8,50,2,1
1,614,0,8,211,2,5
1,760,0,8,48,1,1
1,644,1,8,74,4,5
1,644,0,8,74,11,1
1,398,0,2,85,1,23
1,786,1,8,213,22,5
1,288,1,2,143,1,22
1,659,1,8,74,2,5
1,371,1,2,98,1,22
1,232,0,8,190,1,1
1,11,0,8,65,5,1
1,236,0,8,80,1,1
1,52,0,8,211,8,5
1,915,1,8,72,1,5
1,301,1,2,98,2,23
1,785,0,8,77,2,1
1,709,1,8,213,24,5
1,15,0,8,48,2,1
1,76,1,8,191,1,5
1,108,0,8,74,8,5
1,340,1,2,138,1,23
1,614,0,8,72,1,1
1,223,1,2,98,2,22
1,568,0,8,49,1,1
1,857,0,8,48,3,1
1,795,1,8,189,1,1
1,179,0,8,189,2,1
1,925,0,8,213,8,5
1,579,0,8,64,5,1
1,406,1,2,138,2,22
1,603,0,2,127,1,28
1,48,0,8,73,4,1
1,775,1,8,213,5,5
1,66,0,8,189,8,1
1,16,0,8,48,1,1
1,680,0,8,189,1,1
1,860,1,8,74,3,5
1,230,1,2,143,2,23
1,911,0,8,74,2,5
1,178,1,2,98,2,23
1,695,0,6,153,1,3
1,851,0,8,181,1,1
1,8,1,8,74,1,5
1,178,1,2,98,2,23
1,579,0,8,64,5,1
1,909,0,8,48,1,1
1,97,0,8,48,1,1
1,283,1,2,143,1,22
1,920,0,8,218,1,1
1,857,0,8,189,4,1
1,755,0,8,50,1,5
1,115,0,8,203,2,1
1,879,1,8,189,1,1
1,927,0,8,48,1,1
1,704,0,8,189,2,1
1,786,1,8,74,3,5
1,8,1,8,211,1,5
1,572,0,8,48,24,1
1,786,1,8,50,1,5
1,8,1,8,211,1,5
1,922,0,8,79,2,1
1,286,1,2,143,1,22
1,764,1,8,213,8,5
1,42,0,8,74,6,1
1,614,1,8,64,3,5
1,21,0,8,48,1,1
1,269,0,2,144,1,8
1,702,0,8,48,1,1
1,86,1,8,213,2,5
1,221,1,2,93,1,23
1,798,0,8,205,1,1
1,829,0,8,85,1,1
1,242,1,2,98,2,23
1,829,0,8,85,1,1
1,830,1,2,143,4,23
1,585,0,8,48,1,1
1,911,0,8,74,6,1
1,230,1,2,143,2,23
1,238,0,8,85,1,8
1,848,0,8,73,4,1
1,381,0,2,158,1,23
1,403,1,2,99,1,23
1,310,3,2,143,2,23
1,566,1,8,213,4,5
1,773,0,8,48,1,1
1,182,1,2,143,1,22
1,201,1,2,132,2,22
1,99,0,8,201,3,1
1,920,0,8,189,4,1
1,774,0,8,217,1,1
1,430,1,2,98,4,23
1,690,0,8,68,1,1
1,179,1,8,78,1,1
1,98,1,8,78,1,1
1,8,1,8,211,4,5
1,111,0,8,49,1,1
1,638,0,8,190,17,1
1,17,0,8,48,2,1
1,433,1,2,98,4,23
1,131,1,2,143,19,22
1,101,1,8,74,7,5
1,407,1,2,98,1,22
1,657,0,8,48,1,1
1,301,1,2,143,2,23
1,817,0,8,199,1,1
1,576,1,8,89,1,11
1,260,0,2,132,1,23
1,707,0,8,48,1,1
1,658,0,8,79,2,1
1,570,0,8,199,2,1
1,569,1,8,74,4,5
1,860,0,8,211,1,1
1,217,0,2,144,1,23
1,12,0,8,66,6,1
1,898,1,8,74,2,5
1,418,1,2,146,3,23
1,659,1,8,213,8,5
1,93,0,8,218,1,1
1,888,0,8,189,1,1
1,579,0,8,74,2,5
1,179,0,8,217,1,1
1,568,0,8,49,1,1
1,251,1,2,98,7,23
1,669,0,6,115,1,3
1,89,0,8,48,1,1
1,676,0,8,79,1,1
1,421,0,8,39,1,1
1,537,1,8,49,1,1
1,445,1,2,143,3,22
1,340,1,2,93,2,22
1,860,1,8,213,10,5
1,214,1,2,143,1,22
1,283,1,2,143,5,23
1,764,1,8,213,10,5
1,358,0,8,35,1,1
1,730,0,8,77,1,1
1,925,1,8,213,10,5
1,241,0,2,132,2,8
1,108,0,8,202,5,5
1,808,0,8,49,2,1
1,739,1,8,74,2,5
1,171,0,8,48,2,1
1,8,1,8,211,1,5
1,295,1,2,143,1,23
1,774,0,8,48,3,1
1,579,0,8,74,2,5
1,778,1,8,189,1,4
1,579,0,8,64,5,1
1,85,0,8,199,2,1
1,97,0,8,199,2,1
1,585,0,8,189,8,1
1,66,0,8,48,3,1
1,31,0,8,199,1,1
1,695,0,6,115,3,3
1,75,1,8,213,10,5
1,911,0,8,74,2,5
1,394,1,2,88,1,22
1,313,1,2,144,2,22
1,785,0,8,189,1,1
1,659,1,8,213,13,5
1,616,0,8,69,1,1
1,121,0,8,218,10,1
1,786,1,8,213,6,5
1,722,0,8,213,7,1
1,557,0,8,60,2,1
1,616,0,8,69,1,1
1,657,0,8,48,1,1
1,764,0,8,213,28,1
1,799,0,8,199,1,1
1,920,0,8,189,2,1
1,214,0,2,87,1,23
1,400,1,2,143,1,22
1,279,1,2,143,1,1
1,66,0,8,48,1,1
1,8,1,8,211,4,5
1,850,1,2,93,1,23
1,920,0,8,218,1,1
1,743,0,7,136,1,10
1,89,0,8,48,1,1
1,229,1,2,143,2,23
1,52,0,8,50,2,1
1,189,1,2,146,1,22
1,93,0,8,218,1,1
1,682,0,8,190,3,0
1,353,1,2,143,1,23
1,608,0,8,74,2,1
1,38,0,8,189,1,1
1,584,0,8,153,1,3
1,669,1,8,48,1,1
1,313,1,8,99,1,1
1,824,0,8,217,1,1
1,118,0,8,189,5,1
1,263,0,2,132,2,23
1,370,1,2,144,5,23
1,764,0,8,202,1,5
1,445,1,2,100,1,23
1,316,1,2,98,1,22
1,709,1,8,213,6,5
1,20,1,2,101,1,23
1,177,1,2,93,1,22
1,835,0,8,44,1,1
1,229,1,2,144,1,22
1,768,0,8,72,4,5
1,635,0,8,76,1,1
1,157,1,2,98,1,23
1,686,0,8,74,2,5
1,925,0,8,202,12,1
1,707,0,8,189,1,1
1,32,0,8,189,4,1
1,537,1,8,49,1,1
1,856,0,8,48,2,1
1,183,1,2,99,1,22
1,101,0,8,68,4,5
1,17,0,8,48,2,1
1,773,0,8,48,3,1
1,686,0,8,74,11,5
1,686,0,8,211,1,1
1,62,0,8,73,1,1
1,223,1,2,98,2,22
1,115,0,8,203,1,1
1,695,0,8,115,3,1
1,610,0,8,48,2,1
1,881,0,8,48,4,1
1,192,1,2,138,1,23
1,752,1,8,213,4,5
1,229,1,2,144,1,22
1,744,0,8,48,2,1
1,911,1,8,213,10,5
1,576,1,8,89,1,11
1,764,1,8,213,10,5
1,255,0,2,132,1,23
1,172,1,2,143,2,22
1,764,0,8,204,2,5
1,185,0,2,138,1,8
1,835,0,8,44,1,1
1,230,1,2,143,2,23
1,584,0,7,137,1,1
1,424,0,2,85,1,8
1,171,0,8,48,2,1
1,229,1,2,143,2,23
1,799,0,8,199,1,1
1,97,0,8,199,2,1
1,242,1,2,98,2,23
1,644,1,8,74,2,5
1,760,0,8,199,1,1
1,20,1,2,94,5,23
1,679,0,8,189,2,1
1,786,1,8,213,15,5
1,702,0,8,199,1,1
1,32,0,8,189,4,1
1,97,0,8,199,2,1
1,286,0,8,56,1,1
1,680,0,8,189,2,1
1,572,0,8,199,2,1
1,825,0,8,63,1,8
1,218,1,2,98,1,23
1,675,1,8,49,1,1
1,238,1,2,143,1,23
1,97,0,8,48,2,1
1,62,0,8,73,1,1
1,709,1,8,74,3,5
1,787,1,8,74,3,5
1,614,1,8,74,2,5
1,707,1,8,217,1,1
1,606,0,2,127,1,28
1,269,0,2,144,1,8
1,537,1,8,49,1,1
1,412,1,2,98,1,22
1,145,1,2,143,1,22
1,8,1,8,211,1,5
1,265,1,2,143,1,22
1,297,1,2,138,1,22
1,530,0,8,190,1,1
1,99,0,8,201,3,1
1,566,1,8,213,4,5
1,764,0,8,202,1,5
1,134,1,2,140,1,22
1,134,1,2,140,1,22
1,927,0,8,48,1,1
1,34,0,8,48,2,1
1,124,0,2,85,1,8
1,56,0,8,48,1,1
1,436,1,2,143,3,22
1,66,0,8,48,2,1
1,52,0,8,211,8,5
1,187,0,8,57,1,1
1,764,0,8,64,2,1
1,112,0,8,199,1,1
1,925,1,8,213,10,5
1,798,0,8,189,1,11
1,766,1,8,64,3,5
1,745,0,2,85,1,8
1,709,1,8,74,2,5
1,679,0,8,48,5,1
1,51,1,8,213,9,5
1,255,0,2,132,1,23
1,277,1,2,138,1,23
1,349,1,2,98,1,23
1,20,1,2,143,1,22
1,294,1,2,143,1,23
1,183,1,2,144,1,23
1,65,0,8,199,5,1
1,15,0,8,189,1,1
1,786,1,8,50,1,5
1,798,0,8,199,1,1
1,92,0,8,199,1,1
1,707,0,8,111,1,7
1,400,1,2,100,2,22
1,752,0,8,74,6,1
1,8,1,8,74,1,5
1,288,1,2,143,1,22
1,398,0,2,87,1,9
1,380,1,2,138,2,23
1,704,0,8,199,1,1
1,107,1,8,199,1,1
1,764,0,8,204,2,5
1,257,1,2,143,3,22
1,329,0,2,132,1,23
1,659,1,8,199,1,5
1,283,1,2,143,1,22
1,101,0,8,202,2,5
1,230,1,2,100,1,22
1,445,1,2,145,1,23
1,707,0,8,216,1,1
1,769,0,6,199,4,1
1,637,0,8,49,8,1
1,608,0,8,74,2,1
1,760,0,8,199,1,1
1,222,0,8,52,2,1
1,265,1,2,143,1,22
1,324,1,2,141,5,22
1,320,1,2,143,2,22
1,675,0,8,190,2,1
1,398,0,2,87,1,9
1,436,1,2,143,3,22
1,695,0,6,48,3,1
1,880,0,8,48,1,1
1,795,1,8,189,1,1
1,854,0,8,78,1,1
1,775,1,8,74,4,5
1,229,1,2,98,1,22
1,331,1,2,93,1,22
1,112,0,8,199,1,1
1,659,1,8,213,8,5
1,852,0,8,48,2,1
1,241,0,2,132,1,8
1,614,1,8,213,11,5
1,639,0,8,49,7,1
1,744,0,8,189,4,1
1,445,1,2,143,3,22
1,377,1,2,143,3,22
1,911,1,8,213,10,5
1,854,0,8,78,1,1
1,686,1,8,213,22,5
1,707,0,8,111,1,7
1,649,0,8,75,2,1
1,702,0,8,48,5,1
1,689,0,8,179,2,1
1,279,1,2,101,1,22
1,653,0,8,48,3,1
1,214,0,2,87,1,23
1,870,0,8,72,1,1
1,881,0,8,199,1,1
1,313,1,2,144,2,22
1,131,1,2,98,9,23
1,880,1,8,199,1,1
1,523,0,8,49,2,1
1,857,0,8,48,3,1
1,760,0,8,189,7,1
1,569,1,8,74,5,5
1,90,0,8,73,4,1
1,576,1,8,137,3,11
1,744,0,8,48,13,1
1,927,0,8,199,1,1
1,53,0,8,197,1,1
1,675,0,8,190,2,1
1,229,1,2,143,1,22
1,75,1,8,213,10,5
1,88,0,8,54,1,3
1,389,1,2,157,1,23
1,402,1,2,146,5,22
1,584,0,8,153,1,3
1,352,1,2,138,1,22
1,766,0,8,64,10,5
1,8,1,8,211,1,5
1,221,1,2,98,1,23
1,429,1,2,143,1,22
1,403,1,2,99,1,23
1,33,0,8,48,2,1
1,709,0,8,66,1,1
1,342,0,2,85,1,8
1,139,1,2,143,1,23
1,381,0,2,158,1,23
1,60,1,8,213,10,5
1,647,0,8,65,2,1
1,614,1,8,213,11,5
1,14,0,8,189,2,3
1,537,1,8,49,1,1
1,735,0,8,90,2,4
1,340,1,2,93,2,22
1,764,1,8,74,1,5
1,157,1,2,98,1,23
1,433,1,2,98,1,22
1,11,0,8,36,5,1
1,89,0,8,189,1,1
1,101,1,8,74,7,5
1,356,1,2,95,1,23
1,860,1,8,74,3,5
1,251,1,2,98,7,23
1,570,0,8,199,2,1
1,525,0,8,190,1,1
1,351,1,2,143,1,22
1,349,1,2,98,1,22
1,608,0,8,191,2,1
1,310,1,2,98,2,22
1,752,0,8,213,26,1
1,364,1,2,94,1,22
1,99,0,8,73,4,1
1,445,1,2,100,1,23
1,410,1,2,132,1,23
1,787,1,8,213,24,5
1,764,0,8,64,2,1
1,165,1,2,143,1,23
1,579,0,8,6,1,1
1,308,1,2,98,1,23
1,229,1,2,98,1,22
1,364,1,2,139,1,23
1,787,1,8,213,2,5
1,739,1,8,74,5,5
1,649,0,8,75,2,1
1,566,1,8,213,2,5
1,898,1,8,74,2,5
1,19,0,8,74,5,5
1,213,1,2,98,1,22
1,764,0,8,64,2,1
1,467,1,2,139,19,23
1,644,1,8,74,4,5
1,778,0,7,89,2,10
1,99,0,8,73,4,1
1,669,1,8,189,1,1
1,922,0,8,48,2,1
1,585,0,8,189,31,1
1,12,0,8,66,2,1
1,34,0,8,189,3,1
1,911,1,8,211,2,5
1,777,0,8,65,4,1
1,90,0,8,73,4,1
1,436,1,2,143,3,22
1,112,0,8,199,2,1
1,905,1,2,143,1,23
1,84,0,8,199,2,1
1,560,0,2,85,1,8
1,775,1,8,74,4,5
1,644,0,8,74,8,5
1,286,1,2,98,2,23
1,911,1,8,74,2,5
1,170,1,2,98,1,23
1,804,0,8,48,3,1
1,34,0,8,48,3,1
1,695,0,6,115,3,3
1,799,0,8,189,1,1
1,786,1,8,213,22,5
1,110,0,8,153,1,3
1,266,0,2,87,1,9
1,19,1,8,74,1,5
1,768,1,8,211,3,5
1,20,1,2,101,1,22
1,62,0,8,73,1,1
1,349,1,2,98,1,23
1,75,1,8,213,6,5
1,584,0,8,199,2,3
1,724,1,8,190,1,1
1,419,0,8,39,1,1
1,277,1,2,138,1,23
1,579,0,8,74,15,5
1,31,0,8,199,1,1
1,56,0,8,189,2,1
1,393,0,8,189,1,1
1,32,0,8,218,6,1
1,282,1,2,143,2,22
1,389,1,2,157,1,23
1,42,0,8,74,6,1
1,85,0,8,199,1,1
1,786,1,8,74,3,5
1,192,1,2,96,1,23
1,775,1,8,213,5,5
1,644,0,8,74,11,1
1,115,0,8,203,2,1
1,927,0,8,199,1,1
1,755,0,8,50,1,5
1,773,0,8,79,1,1
1,400,1,2,143,1,22
1,165,1,2,143,1,23
1,633,0,8,49,8,1
1,69,1,2,132,1,23
1,644,0,8,74,11,1
1,882,0,8,73,4,1
1,445,1,2,143,3,22
1,636,0,8,190,4,1
1,290,1,2,98,1,23
1,925,0,8,72,1,1
1,352,1,2,138,1,22
1,860,1,8,213,10,5
1,393,0,8,189,1,1
1,257,1,2,143,2,22
1,118,0,8,189,5,1
1,659,1,8,74,2,5
1,32,0,8,189,6,1
1,650,0,8,189,2,1
1,75,1,8,213,10,5
1,679,0,8,48,3,1
1,743,0,8,115,1,3
1,686,0,8,202,10,1
1,760,0,8,48,3,1
1,189,1,2,146,1,22
1,584,0,8,41,1,1
1,724,1,8,190,1,1
1,38,0,8,189,1,1
1,399,1,2,98,1,23
1,351,1,2,143,1,22
1,85,0,8,199,1,1
1,182,1,2,143,1,22
1,898,1,8,74,1,5
1,310,1,2,98,2,22
1,154,1,2,88,1,23
1,177,1,2,93,1,22
1,34,0,8,218,3,1
1,695,1,8,48,1,1
1,614,1,8,74,2,5
1,377,3,2,143,1,23
1,570,0,8,153,1,4
1,752,0,8,50,4,1
1,709,1,8,74,2,5
1,739,1,8,213,22,5
1,163,1,2,98,1,22
1,163,1,2,88,1,23
1,739,1,8,213,30,5
1,922,0,8,189,1,1
1,118,0,8,189,5,1
1,701,0,8,181,1,1
1,911,1,8,213,12,5
1,923,0,8,77,1,1
1,365,0,8,45,2,1
1,612,0,8,79,1,1
1,97,0,8,199,2,1
1,292,1,2,98,1,22
1,75,0,8,213,16,1
1,430,1,2,138,1,23
1,175,1,2,93,1,22
1,45,1,8,199,1,4
1,176,1,2,88,1,22
1,689,0,8,179,2,1
1,659,1,8,74,2,5
1,101,0,8,86,1,1
1,757,0,8,190,1,1
1,372,1,2,93,1,22
1,758,0,4,183,2,1
1,387,1,2,98,1,23
1,808,0,8,49,2,1
1,648,1,7,90,1,1
1,569,1,8,213,23,5
1,399,1,2,98,1,23
1,849,0,8,115,1,3
1,340,1,2,93,2,22
1,436,1,2,143,5,23
1,709,1,8,213,8,5
1,922,0,8,48,2,1
1,682,0,8,190,3,0
1,75,0,8,72,3,5
1,757,0,8,190,1,1
1,780,0,8,48,1,1
1,911,1,8,213,12,5
1,530,0,8,190,1,1
1,53,0,8,197,1,1
1,644,1,8,74,1,5
1,90,0,8,73,4,1
1,329,0,2,132,1,23
1,352,1,2,138,1,22
1,678,0,8,48,3,1
1,521,0,8,21,1,1
1,744,0,8,48,2,1
1,680,0,8,189,2,1
1,364,1,2,139,1,23
1,292,1,2,143,2,22
1,644,0,8,74,8,5
1,365,0,8,45,2,1
1,75,1,8,74,2,5
1,787,1,8,74,3,5
1,310,1,2,143,7,22
1,918,0,8,54,1,3
1,707,0,8,48,1,1
1,612,0,8,79,1,1
1,764,1,8,74,3,5
1,579,0,8,74,3,5
1,911,1,8,74,3,5
1,658,1,8,79,1,1
1,566,1,8,74,2,5
1,659,1,8,199,1,5
1,737,0,2,87,1,9
1,39,0,8,189,4,1
1,709,1,8,213,26,5
1,272,1,2,143,1,23
1,860,1,8,213,14,5
1,436,1,2,143,5,23
1,744,0,8,189,10,1
1,735,0,8,90,2,4
1,75,1,8,74,1,5
1,569,0,8,213,6,1
1,134,1,2,140,1,22
1,764,1,8,72,5,5
1,60,1,8,213,10,5
1,8,1,8,211,1,5
1,824,0,8,217,1,1
1,898,0,8,213,12,5
1,127,1,2,138,1,22
1,418,1,2,146,3,23
1,8,0,8,202,1,1
1,911,1,8,213,8,5
1,849,0,8,189,1,1
1,51,0,8,74,4,5
1,778,1,8,189,1,4
1,17,0,8,48,2,1
1,696,0,8,48,1,1
1,695,0,6,153,1,3
1,277,1,2,143,2,23
1,786,1,8,213,15,5
1,787,1,8,213,2,5
1,644,1,8,74,1,5
1,181,1,2,138,2,22
1,767,0,8,211,1,1
1,775,1,8,74,4,5
1,112,0,8,48,2,1
1,795,0,8,48,2,1
1,295,0,2,85,1,8
1,20,1,2,101,1,23
1,766,1,8,64,3,5
1,389,1,2,157,1,23
1,649,0,8,75,2,1
1,97,0,8,199,2,1
1,351,1,2,98,2,22
1,893,0,8,73,2,1
1,496,0,8,76,1,1
1,787,1,8,74,1,5
1,15,0,8,189,3,1
1,752,0,8,50,4,1
1,755,0,8,50,1,5
1,744,0,8,48,13,1
1,66,0,8,119,1,1
1,265,1,2,143,1,22
1,152,1,2,138,1,23
1,920,0,8,218,1,1
1,881,0,8,199,1,1
1,381,0,2,93,1,22
1,579,0,8,74,3,5
1,659,1,8,74,3,5
1,18,0,8,24,1,1
1,316,1,2,98,1,22
1,787,1,8,213,4,5
1,177,1,2,93,1,22
1,898,1,8,213,8,5
1,772,0,8,190,2,1
1,108,0,8,213,16,1
1,915,1,8,72,1,5
1,51,0,8,211,3,1
1,246,1,2,98,24,22
1,274,1,2,143,1,22
1,282,1,2,143,2,22
1,101,0,8,202,6,1
1,230,1,2,143,2,23
1,570,0,8,199,2,1
1,644,0,8,74,8,5
1,266,0,2,87,1,9
1,764,0,8,202,1,5
1,328,0,2,85,2,8
1,689,0,8,179,2,1
1,704,0,8,189,1,1
1,860,0,8,211,1,1
1,707,1,8,217,1,1
1,686,0,8,64,5,1
1,925,0,8,72,1,5
1,616,0,8,69,1,1
1,773,0,8,79,1,1
1,665,1,8,192,2,1
1,766,0,8,211,1,1
1,75,0,8,72,3,5
1,826,0,8,115,1,3
1,579,0,8,64,1,5
1,576,1,8,137,3,11
1,876,0,8,213,1,1
1,768,0,8,72,4,5
1,778,0,6,199,1,3
1,110,0,8,115,2,1
1,614,1,8,74,2,5
1,808,0,8,49,2,1
1,650,0,8,189,2,1
1,31,0,8,199,1,1
1,329,0,2,132,1,23
1,98,1,8,78,1,1
1,97,0,8,199,1,1
1,897,0,8,189,4,1
1,23,0,8,66,1,1
1,213,0,2,132,2,23
1,592,1,7,136,1,1
1,213,1,2,98,1,22
1,42,1,8,74,3,5
1,251,0,2,143,1,23
1,42,1,8,213,10,5
1,241,0,2,132,2,8
1,764,1,8,213,10,5
1,853,0,7,189,1,1
1,181,1,2,138,2,22
1,622,0,8,48,3,1
1,283,1,2,143,1,22
1,82,0,8,186,4,5
1,612,0,8,79,3,1
1,405,1,2,143,1,22
1,26,0,8,204,1,1
1,394,1,2,98,1,22
1,860,1,8,213,14,5
1,108,0,8,64,2,5
1,773,0,8,79,2,1
1,445,0,2,85,1,8
1,257,1,2,143,3,22
1,146,1,2,98,3,23
1,66,0,8,48,3,1
1,260,0,2,132,1,23
1,352,1,2,143,1,22
1,870,0,8,72,2,1
1,852,0,8,48,1,1
1,269,1,2,93,1,23
1,171,0,8,48,1,1
1,143,0,2,85,1,8
1,351,1,2,143,1,22
1,644,1,8,213,6,5
1,42,1,8,74,2,5
1,445,1,2,100,2,22
1,614,1,8,64,3,5
1,146,0,2,132,3,22
1,860,1,8,74,2,5
1,101,0,8,202,6,1
1,626,0,8,190,1,1
1,649,0,8,75,2,1
1,764,1,8,72,5,5
1,659,1,8,213,4,5
1,254,1,2,98,1,23
1,886,0,8,189,2,1
1,371,1,2,98,1,22
1,739,1,8,74,5,5
1,283,1,2,143,1,22
1,253,1,2,98,1,22
1,713,0,8,115,1,4
1,644,1,8,74,2,5
1,690,0,8,68,1,1
1,656,0,8,63,7,1
1,678,0,8,218,1,8
1,886,0,8,189,1,1
1,540,0,8,209,1,1
1,295,0,2,85,1,8
1,920,0,8,189,1,1
1,898,1,8,74,2,5
1,707,1,8,217,1,1
1,653,0,8,48,2,1
1,110,0,8,115,2,1
1,702,0,8,48,1,1
1,704,0,8,189,1,1
1,42,1,8,74,3,5
1,858,0,8,212,4,1
1,433,1,2,98,1,22
1,911,1,8,74,3,5
1,179,0,8,189,2,1
1,760,0,8,48,3,1
1,686,0,8,204,1,1
1,69,1,2,132,1,23
1,775,1,8,213,5,5
1,52,0,8,211,8,1
1,920,0,8,79,4,1
1,17,0,8,189,10,1
1,306,1,2,98,1,23
1,250,1,2,143,2,22
1,301,1,2,98,1,23
1,75,0,8,72,3,5
1,75,0,8,72,3,5
1,8,0,8,202,1,1
1,870,0,8,72,1,1
1,416,1,8,180,1,1
1,709,1,8,74,2,5
1,920,0,8,189,4,1
1,407,1,2,98,1,22
1,570,0,8,199,2,1
1,695,0,8,62,2,1
1,608,0,8,74,2,1
1,40,1,2,143,1,22
1,387,1,2,98,1,23
1,306,1,2,98,1,23
1,799,0,8,189,1,1
1,400,0,2,85,1,8
1,572,0,8,48,2,1
1,569,1,8,213,3,5
1,713,0,8,199,1,1
1,579,0,8,74,15,5
1,616,0,8,24,2,5
